"5,3,4,2,3,3,2","1,2,3,4,5,6,7","30414,13732,11126,11206,10100,8988,10321","12980,4226,5444,4302,3963,3607,3763",A6PO7JT39QQGP,Laptop,25 - 31,Cable network,yes i will see the difference,
"5,1,1,1,1,1,1","1,2,3,4,5,6,7","28147,8785,11641,8357,12237,10201,8049","22791,5389,9833,11744,3641,4180,3778",ALV4DAF8DIJ37,Laptop,39 - 45,Cable network,none,
"5,5,5,5,5,5,5","1,2,3,4,5,6,7","40034,5638,5239,4712,4226,4195,5052","13482,7110,6279,7257,5090,5710,5250",A1JWVT9JBWD3KC,Desktop,25 - 31,WiFi,good,
"5,4,4,2,4,4,1","1,2,3,4,5,6,7","30600,7424,7627,9523,6097,6134,6333","68988,10126,3950,5021,2834,3143,2171",AMPMTF5IAAMK8,Laptop,32 - 38,WiFi,how important to the event was it,
"4,5,5,5,5,5,5","1,2,3,4,5,6,7","44871,18583,12315,13661,11529,12356,11190","5824,8606,8539,5317,5050,4776,8395",A2JPZQRV4R14O9,Desktop,25 - 31,Cable network,car show,
"5,1,1,1,3,1,2","1,2,3,4,5,6,7","27159,7575,6986,6508,7164,5804,6802","12974,7020,2976,7112,3368,2049,3510",A3OUPYBW02ZXDA,Desktop,32 - 38,WiFi,none,
"5,4,4,4,2,2,2","1,2,3,4,5,6,7","23831,8021,4538,2753,4760,2211,3619","6646,48496,1870,1644,4213,1967,1648",A2FIMENJ9UMN7M,Desktop,32 - 38,Cable network,If the clip had a strong emotion that set the overall video,
"5,4,4,2,3,2,4","1,2,3,4,5,6,7","24792,7568,7798,6153,5847,6017,6257","35343,15378,6712,3536,2103,1952,4184",A222XREQ12K58P,Desktop,32 - 38,Cable network,"I judged clips that featured the main point of the video (cars drifting on a track) as more important than those that featured only short snippets of the vehicles, vehicles simply driving forward, or without any vehicles at all.",
"5,5,5,5,5,5,5","1,2,3,4,5,6,7","38998,18830,14312,12427,12883,11841,14446","21200,5979,4896,8878,5247,12466,8881",A12BNHYGU1VWGL,Laptop,18 - 24,WiFi,NONE,
"5,3,2,1,4,3,3","1,2,3,4,5,6,7","27345,8555,9180,6918,8785,9005,7464","20142,23762,3714,2505,3869,3762,3109",A3OTBMKOEQ410P,Smart phone,25 - 31,WiFi,How much of the original video was shown and how often there was nothing on the screen. ,
"4,3,5,3,2,2,3","1,2,3,4,5,6,7","29961,9465,9981,8870,11342,8454,8373","7842,4925,15144,12998,9605,3580,6775",A19GQUWRWUPTSD,Laptop,25 - 31,WiFi,None,
"5,2,1,1,1,1,1","1,2,3,4,5,6,7","25996,11225,11041,11823,13397,25158,7803","10337,14891,9558,3289,3471,3177,3060",A2V3ACWCV38QM0,Desktop,25 - 31,Cable network,Thank you,
"4,4,5,4,3,4,5","1,2,3,4,5,6,7","27968,18037,17762,6793,9735,16032,13167","3754,12168,3269,3866,4230,3928,3129",AR9V5TYKSZQ78,Desktop,25 - 31,Cable network,None,
"5,3,5,2,2,2,3","1,2,3,4,5,6,7","34703,12230,10628,11110,10771,11288,10878","25783,11743,8946,11355,5432,6753,5336",AK4P9U9NS9DQF,Laptop,25 - 31,WiFi,The position of the cars ,
"5,2,2,2,2,1,2","1,2,3,4,5,6,7","8232,6047,8754,11353,12983,8829,9731","4748,4375,4630,4138,4799,4503,6120",A24UZUQ7X7JL82,Laptop,32 - 38,WiFi,good experience,
"5,3,3,2,2,2,2","1,2,3,4,5,6,7","72032,12104,12497,9024,11438,9418,11255","15558,16691,37505,4664,4088,4362,4654",A215U3DIT24TIL,Desktop,25 - 31,Cable network,the time of the video and the content in the video,
"5,5,5,5,5,5,5","1,2,3,4,5,6,7","30539,9470,10845,8370,10193,8472,7594","21051,5396,11773,7092,9578,9794,4922",A2M8LILG4AII22,Desktop,25 - 31,Cellular network,drift the car,
"3,5,5,4,3,1,4","1,2,3,4,5,6,7","3763,19390,15943,8955,13109,22931,48554","11483,3857,3518,3241,4121,9758,52767",AJJ5WPCE800YX,Laptop,32 - 38,WiFi,None,
"5,4,3,1,2,1,2","1,2,3,4,5,6,7","34603,12377,9064,8161,11896,8761,8019","66761,16130,5255,7265,4399,7698,3661",A1T8I5BLMJDLQT,Desktop,18 - 24,Cable network,when the all cars are going to take one place and any incident between the cars like accident or stunt is taken place,
"5,4,3,1,2,3,2","1,2,3,4,5,6,7","33045,10117,8150,8696,11251,12883,27846","16857,14239,2180,3676,4530,3954,4257",ASTR3EPUOKEXV,Laptop,25 - 31,WiFi,if it showed a dangerous situation,
"5,4,3,2,3,5,5","1,2,3,4,5,6,7","20744,8720,7935,12788,20192,60247,14750","4032,3798,8370,11045,41434,19499,6263",A2YZHBU3XTPYWZ,Desktop,32 - 38,WiFi,maybe important,
"2,2,2,2,2,2,1","1,2,3,4,5,6,7","27298,9437,28367,8775,8737,12110,8109","17608,16596,3037,3101,3517,3036,3419",A3MEGTO8MPAH8D,Desktop,39 - 45,WiFi,Uneventful videos,
"4,4,4,4,4,4,4","1,2,3,4,5,6,7","58123,13107,10742,5331,8447,6073,5487","22774,28707,39288,12750,12523,10873,14422",A11T7A917PMNSX,Desktop,25 - 31,WiFi,EASY TO WATCH,
"5,1,1,1,1,1,1","1,2,3,4,5,6,7","29332,9071,6345,14354,3466,14113,17162","4103,3099,3235,2757,4610,3320,3400",A2MDHOD643AW1K,Laptop,25 - 31,Cable network,Thank you,
"5,3,4,1,2,1,3","1,2,3,4,5,6,7","25584,11503,7320,8691,8320,7218,9041","8474,13508,2030,4308,2958,2218,2635",A1RK0CUIRZH3PT,Desktop,25 - 31,Cable network,i think is more important when there are cars on the screen and if theyre dragging then they are more important to see what happens next,
"4,4,3,3,2,3,4","1,2,3,4,5,6,7","30454,16276,53850,17304,15591,10713,13881","5194,3711,4374,4788,3947,3833,4085",A2CJR75OLLAU6,Desktop,32 - 38,WiFi,None,
"5,2,2,2,2,3,3","1,2,3,4,5,6,7","32236,10410,17034,16240,10730,12074,33650","5959,5414,10172,10946,5355,17279,5084",A8K4GQ3KTQPFK,Laptop,32 - 38,WiFi,good experience,
"5,1,1,1,1,1,1","1,2,3,4,5,6,7","7359,6633,6813,6214,7301,7096,7957","6291,6766,7979,6230,5560,5698,7141",A3RSXV4XDDHHS1,Laptop,25 - 31,Cable network,Thank you,
"4,5,4,4,5,5,1","1,2,3,4,5,6,7","47782,8924,11246,11781,13348,10152,9699","4136,3521,3776,4036,3839,4493,4024",A12X70QUC2QXYN,Desktop,25 - 31,Cable network,None,
"5,1,4,4,4,4,4","1,2,3,4,5,6,7","56805,11550,9783,9202,9019,16470,10306","6889,3619,6901,5134,4698,12041,4340",A2HSP6MZC9K06D,Desktop,25 - 31,Cable network,None,
"4,5,4,4,5,5,5","1,2,3,4,5,6,7","97309,27221,10103,13928,9846,11388,9558","4709,3941,5988,3745,9770,3571,3991",A3L4J9UD2Z2GJU,Laptop,32 - 38,Cable network,None,
"5,5,4,4,5,5,4","1,2,3,4,5,6,7","335090,3387,6106,2477,2424,4528,3734","4830,28542,7569,3342,4561,4349,2994",ACRGYG82LFYTU,Laptop,25 - 31,WiFi,none,
